created_at,content,interactions,source,sentiment,probas
"Apr 3, 2024 @ 17:24:12.000","@yosaleth @SacmexCDMX @BJAlcaldia Esto no es lógico, si fuera solo que las cisternas están sucias, no tendrían olor a combustible 😠@martibatres tiene que darnos una solución pronta, así como @STaboadaMx pues la salud de muchos ciudadanos puede estar en peligro.",0,https://twitter.com/LuisAlbdia/status/1775665636204478687,NEG,"{'NEG': 0.9559723734855652, 'NEU': 0.040408797562122345, 'POS': 0.0036188478115946054}"
"Apr 3, 2024 @ 17:23:39.000",@osvaldo_scas @AlexBaks82 @STaboadaMx @ClaraBrugadaM Ni en tus sueños 😉,0,https://twitter.com/GeorgeNavas6/status/1775665499298255169,NEU,"{'NEG': 0.1106024906039238, 'NEU': 0.754119336605072, 'POS': 0.13527818024158478}"
"Apr 3, 2024 @ 17:23:01.000","@Istarri1 @zorrocdmx1963 @MxGuerr @LuisMendozaBJ @FDoringCasar @SacmexCDMX @martibatres @AccionNacional @STaboadaMx @BJAlcaldia @Claudiashein @GobCDMX @JorgeRoHe KGa-Doring...

Se metió el teléfono al WC y no lo apagó.

Pero no fue tan grave como los baños de CaKa´s

Qué poco dignos son @Claudiashein  @lopezobrador_ https://t.co/p3V8wl5AT3",0,https://twitter.com/ContciudaDBJ/status/1775665336446025809,NEG,"{'NEG': 0.8387261033058167, 'NEU': 0.13857024908065796, 'POS': 0.022703632712364197}"
"Apr 3, 2024 @ 17:22:58.000",@AlexBaks82 @STaboadaMx @ClaraBrugadaM Jajajajajaja pendejazo ! https://t.co/V9m13qSnjO,0,https://twitter.com/GeorgeNavas6/status/1775665325855346744,NEG,"{'NEG': 0.6853818893432617, 'NEU': 0.2118581384420395, 'POS': 0.1027599573135376}"
"Apr 3, 2024 @ 17:21:20.000","@chitoarnold @Claudiashein Tan mal esta @ClaraBrugadaM , que su palera @Claudiashein tiene que salir a pelear sus batallas, mientras su próximo jefe de gobierno @STaboadaMx va a la alza y no lo para nadie.",0,https://twitter.com/mario70rm/status/1775664914041872528,NEG,"{'NEG': 0.972551167011261, 'NEU': 0.023503735661506653, 'POS': 0.003945121541619301}"
"Apr 3, 2024 @ 17:20:11.000","@polistermx @STaboadaMx @Chertorivski jajajajaja pero ni cagando jajajajaja, p1nch3 encuesta de 3 pesos",0,https://twitter.com/jorgetenorio/status/1775664623007477877,NEG,"{'NEG': 0.7860344648361206, 'NEU': 0.1656842976808548, 'POS': 0.048281170427799225}"
"Apr 3, 2024 @ 17:19:40.000",@LeslyCanoM @STaboadaMx @ClaraBrugadaM Creo que el apellido de la candirrata es Muh.grah.dah o Bruh.jah.dah.,0,https://twitter.com/Kormoran13/status/1775664493902864418,NEU,"{'NEG': 0.19707831740379333, 'NEU': 0.7540156841278076, 'POS': 0.04890601336956024}"
"Apr 3, 2024 @ 17:11:52.000","@marcelamerino @SacmexCDMX @En_laDelValle @STaboadaMx @martibatres @BJAlcaldia @SSalud_mx ¿@STaboadaMx, @martibatres qué onda con eso? De por sí no hay agua y salen con estas cosas 🙄. Ah y ya dejen de decir que son los tinacos, es ilógico teniendo en cuenta que a varios nos paso, solucionen esto sí o sí 😡.",0,https://twitter.com/pineroantonio34/status/1775662530351800323,NEG,"{'NEG': 0.941668689250946, 'NEU': 0.05164232477545738, 'POS': 0.006688947323709726}"
"Apr 3, 2024 @ 17:09:23.000","@Chertorivski @ClaraBrugadaM Ya súmate a Taboada cabron 

Estás a tiempo 

Haz lo correcto",0,https://twitter.com/avila53939/status/1775661907619307541,NEU,"{'NEG': 0.20512357354164124, 'NEU': 0.410314679145813, 'POS': 0.3845616579055786}"
"Apr 3, 2024 @ 17:05:40.000","@FABFABUL @SacmexCDMX @BJAlcaldia @AccionesBJ @STaboadaMx @martibatres y @STaboadaMx queremos soluciones, toda el agua huele a combustible.",0,https://twitter.com/ernestofigue2/status/1775660970636947859,NEG,"{'NEG': 0.8843873143196106, 'NEU': 0.10544658452272415, 'POS': 0.010166147723793983}"
"Apr 3, 2024 @ 17:02:30.000",@yosaleth @SacmexCDMX @BJAlcaldia Exacto! Es obvio que no son las cisternas y @martibatres y @STaboadaMx deben darnos una solución 😡.,0,https://twitter.com/MariaAndra388/status/1775660176705753485,NEG,"{'NEG': 0.8430514335632324, 'NEU': 0.1480390876531601, 'POS': 0.008909463882446289}"
"Apr 3, 2024 @ 17:01:18.000","@SacmexCDMX @BJAlcaldia ATENCIÓN ⚠️⚠️⚠️⚠️⚠️. aquí 👆🏿👆🏿👆🏿👆🏿@martibatres y @STaboadaMx, les exijo que ya solucionen el problema del agua, hay un fuerte aroma a combustible y no son las cisternas o tinacos, como dicen… 😠",0,https://twitter.com/GabrielaYb45/status/1775659872979194165,NEG,"{'NEG': 0.7541540265083313, 'NEU': 0.22668755054473877, 'POS': 0.01915838196873665}"
"Apr 3, 2024 @ 17:01:04.000","@SacmexCDMX @BJAlcaldia Espero que @STaboadaMx @martibatres se pongan las pilas y por fin solucionen el problema con el agua, ya que huele mucho a combustible y eso nos perjudica",0,https://twitter.com/ruben_palacios3/status/1775659815148413301,NEG,"{'NEG': 0.9528493881225586, 'NEU': 0.0410255528986454, 'POS': 0.0061250729486346245}"
"Apr 3, 2024 @ 16:51:52.000","@STaboadaMx Al contrario en @A_VCarranza creció el CO, las extorsiones los asaltos todo de la mano de @julioc_moreno @evelyn_parraA sabía @OHarfuch @SSC_CDMX @UCS_GCDMX @Claudiashein @GobCDMX y nadie hizo nada por eso se van a largar! #ElCambioViene @XochitlGalvez @STaboadaMx https://t.co/XaHcVjy78P",0,https://twitter.com/chucho_camarena/status/1775657500525617296,NEG,"{'NEG': 0.9243210554122925, 'NEU': 0.06447910517454147, 'POS': 0.011199899949133396}"
"Apr 3, 2024 @ 16:51:52.000","@STaboadaMx Al contrario en @A_VCarranza creció el CO, las extorsiones los asaltos todo de la mano de @julioc_moreno @evelyn_parraA sabía @OHarfuch @SSC_CDMX @UCS_GCDMX @Claudiashein @GobCDMX y nadie hizo nada por eso se van a largar! #ElCambioViene @XochitlGalvez @STaboadaMx https://t.co/XaHcVjy78P",0,https://twitter.com/chucho_camarena/status/1775657500525617296,NEG,"{'NEG': 0.9243210554122925, 'NEU': 0.06447910517454147, 'POS': 0.011199899949133396}"
"Apr 3, 2024 @ 16:50:57.000","@UzielMedinaM @STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/z5Xx5uzZG9",0,https://twitter.com/ESMEBOMBON/status/1775657269918572613,NEG,"{'NEG': 0.885151207447052, 'NEU': 0.10288034379482269, 'POS': 0.011968524195253849}"
"Apr 3, 2024 @ 16:49:29.000","@STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/EUOMr5Oojy",0,https://twitter.com/ESMEBOMBON/status/1775656899574186108,NEG,"{'NEG': 0.9102096557617188, 'NEU': 0.0810399204492569, 'POS': 0.008750386536121368}"
"Apr 3, 2024 @ 16:49:29.000","@STaboadaMx Dice el 🤡 @STaboadaMx que no hay agua en las albercas de #Iztapalapa, pues aquí la evidencia de que miente con todos los dientes 😬. Éste es el Deportivo Salvador Allende, justo en su cumpleaños No. 13 que, por cierto, fue obra de @ClaraBrugadaM .

#LaTransformacionEsClara https://t.co/EUOMr5Oojy",0,https://twitter.com/ESMEBOMBON/status/1775656899574186108,NEG,"{'NEG': 0.9102096557617188, 'NEU': 0.0810399204492569, 'POS': 0.008750386536121368}"
"Apr 3, 2024 @ 16:46:42.000",@polistermx @STaboadaMx @Chertorivski Mi VOTO es para XOCHITL GÁLVEZ TABOADA Y el frente amplio no soy bot ni pejendejo atolizado por la t4 si pienso,0,https://twitter.com/EspinozaBaron/status/1775656197875548436,NEG,"{'NEG': 0.5272330045700073, 'NEU': 0.3509193956851959, 'POS': 0.12184758484363556}"
"Apr 3, 2024 @ 16:26:08.000","@polistermx @STaboadaMx @Chertorivski Metodología? Fecha? Muestra? No sean ridículos.

#NadieSeRinde
#YaSeVan 
#ElCambioViene",0,https://twitter.com/larbymx/status/1775651022196637856,NEG,"{'NEG': 0.6360325217247009, 'NEU': 0.33964070677757263, 'POS': 0.024326780810952187}"
"Apr 3, 2024 @ 16:25:30.000",@anagonmx @ClaraBrugadaM @STaboadaMx ay por favor. no hizo las ciclovias que prometió. no digamos que ajora es paladín del deporte 😮‍💨,0,https://twitter.com/Rospeman/status/1775650863693918499,NEG,"{'NEG': 0.900336503982544, 'NEU': 0.09428809583187103, 'POS': 0.005375485401600599}"
"Apr 3, 2024 @ 16:23:55.000",@ClaraBrugadaM Taboada ya te la metió doblada jajaja no es literal no creas que tienes tan buena suerte jajaja https://t.co/G6zF29OHZL,0,https://twitter.com/nova_128sindi/status/1775650466673598495,NEG,"{'NEG': 0.4848933219909668, 'NEU': 0.3646378219127655, 'POS': 0.1504688709974289}"
"Apr 3, 2024 @ 16:20:08.000",@IvonneTheresaC @Sebas_RM @lumendoz @STaboadaMx @LuisMendozaBJ @AAtaydeR @AleReyesSh @CitlaHM @martibatres @Claudiashein @ASanchezMiranda @DanyAlvarezca que cachetadon le dio al viejo...,0,https://twitter.com/LuisAng95825859/status/1775649514487255123,NEG,"{'NEG': 0.6390591263771057, 'NEU': 0.27072399854660034, 'POS': 0.09021685272455215}"
"Apr 3, 2024 @ 16:03:40.000",@LL0013095 @Javier_Hidalgo @STaboadaMx @ClaraBrugadaM @CitlaHM @BJAlcaldia Y está más abandonda cada día el servicio muy mal,0,https://twitter.com/citlali21268010/status/1775645370925605022,NEG,"{'NEG': 0.9545419216156006, 'NEU': 0.04030095040798187, 'POS': 0.0051570856012403965}"
"Apr 3, 2024 @ 16:01:57.000","Saben por que en Iztapalapa no saben si sale el agua contaminada, por que ni agua tienen.

🤡

@STaboadaMx 
@ClaraBrugadaM",0,https://twitter.com/SaleNadie/status/1775644936311857275,NEG,"{'NEG': 0.8901804089546204, 'NEU': 0.1032371073961258, 'POS': 0.006582493428140879}"
"Apr 3, 2024 @ 16:01:57.000","Saben por que en Iztapalapa no saben si sale el agua contaminada, por que ni agua tienen.

🤡

@STaboadaMx 
@ClaraBrugadaM",0,https://twitter.com/SaleNadie/status/1775644936311857275,NEG,"{'NEG': 0.8901804089546204, 'NEU': 0.1032371073961258, 'POS': 0.006582493428140879}"
"Apr 3, 2024 @ 15:58:17.000","@osvaldo_scas @AlexBaks82 @STaboadaMx @ClaraBrugadaM SE VAN A VOLVER LOCOS !!!
ESCUPIRAN VERDE",0,https://twitter.com/ETomahawks/status/1775644015331053897,NEG,"{'NEG': 0.7735068202018738, 'NEU': 0.18346558511257172, 'POS': 0.043027568608522415}"
"Apr 3, 2024 @ 15:56:55.000",@AlexBaks82 @STaboadaMx @ClaraBrugadaM Jajajajajajajajaja chnasm. JajajajajajajA,0,https://twitter.com/extmill_martin/status/1775643672282800432,NEU,"{'NEG': 0.3694174885749817, 'NEU': 0.46911320090293884, 'POS': 0.16146929562091827}"
"Apr 3, 2024 @ 15:56:31.000",@lumendoz @STaboadaMx @AlessandraRdlv @AlcCuauhtemocMx Rata corrupta.,0,https://twitter.com/Mae0729Marcos/status/1775643568050512245,NEG,"{'NEG': 0.7742083668708801, 'NEU': 0.14181247353553772, 'POS': 0.08397918939590454}"
"Apr 3, 2024 @ 15:53:45.000","Me acabo de enterar que como habitante de Benito Juárez , @ClaraBrugadaM aprueba la gestión de @STaboadaMx y estaría dispuesta a votar por él. Confirmen.",0,https://twitter.com/CarlosEnriqueM/status/1775642871749611555,NEU,"{'NEG': 0.07654280215501785, 'NEU': 0.6065681576728821, 'POS': 0.31688907742500305}"
"Apr 3, 2024 @ 15:53:09.000",@TeRe_Cisneros @PPM_CDMX @_AmbarReyes @PPMnacional @ppmcdmx @PAN_CDMX @patybaezg @AccionNacional @LuisMendozaBJ @AAtaydeR @STaboadaMx @XochitlGalvez Mis perritos querían salir en la foto 🥹,0,https://twitter.com/erikannibal/status/1775642722600120807,NEU,"{'NEG': 0.36790886521339417, 'NEU': 0.5477010607719421, 'POS': 0.08439013361930847}"
"Apr 3, 2024 @ 15:50:36.000",@polistermx @STaboadaMx @Chertorivski Clara,0,https://twitter.com/grelizalde25/status/1775642079097475090,NEU,"{'NEG': 0.21106137335300446, 'NEU': 0.5206137895584106, 'POS': 0.26832491159439087}"
"Apr 3, 2024 @ 15:50:33.000",@ReporterosMX_ @jenarovillamil @ClaraBrugadaM @STaboadaMx @STaboadaMx es un delincuente.,0,https://twitter.com/martuchi63/status/1775642066002866495,NEG,"{'NEG': 0.8235936760902405, 'NEU': 0.1326669156551361, 'POS': 0.0437394380569458}"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,https://twitter.com/Mesthern/status/1775640345474163197,NEG,"{'NEG': 0.9180521368980408, 'NEU': 0.0743848979473114, 'POS': 0.007562984246760607}"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,https://twitter.com/Mesthern/status/1775640345474163197,NEG,"{'NEG': 0.9180521368980408, 'NEU': 0.0743848979473114, 'POS': 0.007562984246760607}"
"Apr 3, 2024 @ 15:43:42.000","@OIncluido @ElizabethRivasC @STaboadaMx @AzcapotzalcoMx @AlcaldiaMHmx @ClaraBrugadaM @NancyNunezmx 😂😂😂 pues yo no conozco toda la alcaldía.
Qué feo que en las administraciones pasadas tuvieron en el abandono toda la alcaldía y te niegues a ver lo que si se ha hecho en otros lados. 
Que hablen los hechos y no el odio.",0,https://twitter.com/Mesthern/status/1775640345474163197,NEG,"{'NEG': 0.9180521368980408, 'NEU': 0.0743848979473114, 'POS': 0.007562984246760607}"
"Apr 3, 2024 @ 15:43:08.000",@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX Significa que eres paranoico,0,https://twitter.com/maos071313/status/1775640200837800058,NEG,"{'NEG': 0.636080265045166, 'NEU': 0.33434945344924927, 'POS': 0.029570268467068672}"
"Apr 3, 2024 @ 15:41:09.000",@STaboadaMx @AlcaldiaMHmx @mauriciotabe Si eres una lacra igual q tu compa el raterin xq no está su papá en la cárcel si fuera otro ya estuviera refundido,0,https://twitter.com/Maradol15764162/status/1775639704064397443,NEG,"{'NEG': 0.9510270357131958, 'NEU': 0.03879459947347641, 'POS': 0.010178330354392529}"
"Apr 3, 2024 @ 15:40:13.000","@Javier_Hidalgo @STaboadaMx @ClaraBrugadaM @CitlaHM #Tajada
Es delincuencia organizada
El #PAN
Un narco partido",0,https://twitter.com/FERMNESTEVEZ3/status/1775639468227125542,NEG,"{'NEG': 0.8801758885383606, 'NEU': 0.10467446595430374, 'POS': 0.015149593353271484}"
"Apr 3, 2024 @ 15:39:03.000","@Chertorivski Eres un alma en pena, Salo. Declina por @STaboadaMx",0,https://twitter.com/JorgEzqiel/status/1775639175175483872,NEG,"{'NEG': 0.8856068253517151, 'NEU': 0.10555294156074524, 'POS': 0.008840249851346016}"
"Apr 3, 2024 @ 15:36:22.000","@ReporterosMX_ @ClaraBrugadaM @STaboadaMx @STaboadaMx  está ""Derrotado"" se junta con puro Narco, corrupto, delincuente! Así solo llegara a la puerta del Reclusorio! 
En cambio  Clara Brugada está imparable!! 
#ClaraJefaDeGobierno 
#LaTransformacionEsClara 
😎🫶😍💯💪",0,https://twitter.com/anaizquirda2018/status/1775638497992245379,NEG,"{'NEG': 0.651030421257019, 'NEU': 0.25688183307647705, 'POS': 0.09208783507347107}"
"Apr 3, 2024 @ 15:33:02.000","Gana el que limpie las calles de todo su cochinero de propagandas electorales.

@STaboadaMx y @ClaraBrugadaM 

*quedan empatados y sin votos*

#EleccionesMx2024 #CDMX",0,https://twitter.com/elcuncun/status/1775637658074542380,NEG,"{'NEG': 0.6798243522644043, 'NEU': 0.276317298412323, 'POS': 0.04385840520262718}"
"Apr 3, 2024 @ 15:30:18.000","@YayaMarchena @la_grenitas @STaboadaMx @ClaraBrugadaM Ojalá la gente en Cuajimalpa hiciera lo mismo... La alcaldía está inundada de publicidad de Mugrena y partidos rémoras,  no existe un solo cartel o anuncio de Xochitl o Santiago....",0,https://twitter.com/marioalonso16/status/1775636970921763229,NEG,"{'NEG': 0.9529322981834412, 'NEU': 0.04079441726207733, 'POS': 0.006273199804127216}"
"Apr 3, 2024 @ 15:28:10.000",@maria2veces @ClaraBrugadaM @STaboadaMx @MiguelTorrucoG Toda la ciudad se ve así :/,0,https://twitter.com/krispycriss/status/1775636436227588554,NEG,"{'NEG': 0.9367924332618713, 'NEU': 0.05761853978037834, 'POS': 0.005589094012975693}"
"Apr 3, 2024 @ 15:25:09.000",@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX La rabiosa,0,https://twitter.com/CarlosT34890148/status/1775635675036959192,NEU,"{'NEG': 0.3792358636856079, 'NEU': 0.5117430686950684, 'POS': 0.10902104526758194}"
"Apr 3, 2024 @ 15:25:09.000",@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX La rabiosa,0,https://twitter.com/CarlosT34890148/status/1775635675036959192,NEU,"{'NEG': 0.3792358636856079, 'NEU': 0.5117430686950684, 'POS': 0.10902104526758194}"
"Apr 3, 2024 @ 15:24:24.000","@ReporterosMX_ @ClaraBrugadaM @STaboadaMx Sin duda es algo lamentable como igual de grave que @ClaraBrugadaM trabaje con @RigoSalgadoV y hermanos, personaje que la @FiscaliaCDMX conoce bien. No olviden la narconomina, narcobloqueos en @TlahuacRenace; parece que Salgado tiene miedo de estar sin fuero",0,https://twitter.com/a2_lugo/status/1775635485731254780,NEG,"{'NEG': 0.9690114259719849, 'NEU': 0.026304328814148903, 'POS': 0.004684246610850096}"
"Apr 3, 2024 @ 15:24:09.000",@polistermx @STaboadaMx @Chertorivski Dónde se puede leer su metodología?,0,https://twitter.com/gueyita222/status/1775635422401495363,NEU,"{'NEG': 0.1321677267551422, 'NEU': 0.8248768448829651, 'POS': 0.04295550286769867}"
"Apr 3, 2024 @ 15:21:21.000",@la_grenitas @STaboadaMx @ClaraBrugadaM No cantemos victoria aún: esto no se acaba hasta que se acaba.,0,https://twitter.com/Diana_Coast/status/1775634719826198566,NEG,"{'NEG': 0.5871158242225647, 'NEU': 0.3724974989891052, 'POS': 0.040386687964200974}"
"Apr 3, 2024 @ 15:21:16.000",@polistermx @STaboadaMx @Chertorivski Taboada el mejor  la Brugada igualita que su Amo  puro jarabe de pico. Enriqueciendo  a costa del Pueblo tonto.,0,https://twitter.com/Luna19808/status/1775634697516622186,NEG,"{'NEG': 0.8664697408676147, 'NEU': 0.10380662232637405, 'POS': 0.029723620042204857}"
"Apr 3, 2024 @ 15:21:09.000",@TaniaOrVe @STaboadaMx @LuisMendozaBJ ¿Este será el argumento que usarán? 🤣,0,https://twitter.com/Ivanov_ich_/status/1775634668823384503,NEU,"{'NEG': 0.2959088087081909, 'NEU': 0.6677694320678711, 'POS': 0.0363217331469059}"
"Apr 3, 2024 @ 15:19:14.000",@STaboadaMx @giogutierrezag #RaTaboada y sus compinches... https://t.co/RLTCSGRLru,0,https://twitter.com/clazeto/status/1775634187577368982,NEG,"{'NEG': 0.5286347270011902, 'NEU': 0.4232584536075592, 'POS': 0.048106901347637177}"
"Apr 3, 2024 @ 15:18:05.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM Quien los entiende Mariposita  ahora si le hacemos caso a las encuestas......., ya decidanse😂😂😂",0,https://twitter.com/davmariscal/status/1775633898774417855,NEG,"{'NEG': 0.7491201758384705, 'NEU': 0.23560036718845367, 'POS': 0.015279463492333889}"
"Apr 3, 2024 @ 15:17:09.000",@MiguelPenaflor @JTrianaT @STaboadaMx @ClaraBrugadaM @ferbelaunzaran @mauriciotabe @JorgeRoHe @JorgeLara1 @diana_larac @analucia_medina @HendrikOrtega @SocCivilMx @ElBaronNews_ @almaldo2 Bravo! Vamos con Taboada! Y Xóchitl!,0,https://twitter.com/AraizaOriard/status/1775633662639554604,POS,"{'NEG': 0.11408081650733948, 'NEU': 0.41382163763046265, 'POS': 0.4720975160598755}"
"Apr 3, 2024 @ 15:17:09.000",@MiguelPenaflor @JTrianaT @STaboadaMx @ClaraBrugadaM @ferbelaunzaran @mauriciotabe @JorgeRoHe @JorgeLara1 @diana_larac @analucia_medina @HendrikOrtega @SocCivilMx @ElBaronNews_ @almaldo2 Bravo! Vamos con Taboada! Y Xóchitl!,0,https://twitter.com/AraizaOriard/status/1775633662639554604,POS,"{'NEG': 0.11408081650733948, 'NEU': 0.41382163763046265, 'POS': 0.4720975160598755}"
"Apr 3, 2024 @ 15:13:40.000",@STaboadaMx Ya no se le cree a NINGUN político solo buscan el poder para saquear al país ya sea @PartidoMorenaMx @PRI_Nacional @AccionNacional @PRDMexico @MovCiudadanoMX puro parásito sin vocación d servicio.,0,https://twitter.com/nefiluis/status/1775632784930779363,NEG,"{'NEG': 0.9555906057357788, 'NEU': 0.03927314281463623, 'POS': 0.0051363203674554825}"
"Apr 3, 2024 @ 15:09:53.000","@AlexBaks82 @STaboadaMx @ClaraBrugadaM 🤣🤣🤣🤣🤣😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 siguen de engañapendjos? 🤣 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 no sean ogts y díganle a sus seguidores que esta encuestadora y México Elige son pa-nis-tas ,que mal se ven exhibiendo a sus seguidores como verdaderos pendjos 🤣😂😂😂😂😂 que ogt son 😂😂😂😂",0,https://twitter.com/vicente39546661/status/1775631833365168328,NEG,"{'NEG': 0.47596025466918945, 'NEU': 0.46679580211639404, 'POS': 0.057243987917900085}"
"Apr 3, 2024 @ 15:02:19.000","@rod_mud @Jaime_Mata_S @STaboadaMx @FiscaliaCDMX @UlisesLaraCDMX ¿Y por qué persigues a la patrulla? 🥸🤓
#AMLONarcoIgnorante 

#XochitlCarroCompleto",0,https://twitter.com/jorgenegrote/status/1775629928995672573,NEG,"{'NEG': 0.5478049516677856, 'NEU': 0.4116964340209961, 'POS': 0.04049873352050781}"
"Apr 3, 2024 @ 15:01:04.000","@jim_rio79411 @mauriciotabe @STaboadaMx Te recuerdo que AMLO ganó con 30 millones de votos, de los cuales casi la mitad ya los perdió, son los arrepentidos y también te recuerdo que en 2021 la oposición ganó la mayoría de las alcaldías y el congreso de la CDMX.  ESTAMOS HARTOS DE LOS COMUNISTAS",0,https://twitter.com/PaulaBriz/status/1775629616343920856,NEG,"{'NEG': 0.9027348756790161, 'NEU': 0.08739422261714935, 'POS': 0.009870977140963078}"
"Apr 3, 2024 @ 14:59:46.000","@E_Esperanza_ @ClaraBrugadaM @STaboadaMx Los locos de massive caller ponen arriba al corrupto de Tabuada, en cuanto pierdan lo tienen que procesar",0,https://twitter.com/MgOskr/status/1775629286986174935,NEG,"{'NEG': 0.8778439164161682, 'NEU': 0.10390443354845047, 'POS': 0.018251623958349228}"
"Apr 3, 2024 @ 14:53:31.000","@AmirIbrahimQRoo @juanin_net @ClaraBrugadaM @STaboadaMx @FactoMetrica Es #morenselnarcopartido abandera a la DO y CO en la CDMX. 
#amlonarcopresidente31
#esclaudianarcocandidata31 
#fueraamloylashitbaumporcorruptos 
#fueramorenadelavidapublicademexico

https://t.co/suw80dPAG8",0,https://twitter.com/heragonfrodo/status/1775627715363717429,NEG,"{'NEG': 0.741988480091095, 'NEU': 0.22996258735656738, 'POS': 0.028048936277627945}"
"Apr 3, 2024 @ 14:52:43.000","@CitlaHM @STaboadaMx @ClaraBrugadaM no Ramana, #Claraburrada es quien es como tunas, sumisa, tort1ll4 y corrupta",0,https://twitter.com/Sas79573283/status/1775627514653573230,NEG,"{'NEG': 0.9092462062835693, 'NEU': 0.07966313511133194, 'POS': 0.011090684682130814}"
"Apr 3, 2024 @ 14:50:19.000","@BicireporteraDF Yo no soy partidario, pero para mí y mi punto de vista el que mejor propuesta trae es Taboada, Clara se le ha salido de las manos la delincuencia y problemas de bacheado, agua y comercio informal en Iztapalapa.",0,https://twitter.com/PHALMA77/status/1775626911726588176,NEG,"{'NEG': 0.9743353128433228, 'NEU': 0.020152416080236435, 'POS': 0.005512265022844076}"
"Apr 3, 2024 @ 14:49:51.000",@polistermx @STaboadaMx @Chertorivski Y por qué en la gam brigada se quedó sola si tiene preferencia,0,https://twitter.com/RoblezRoblez2/status/1775626790460940551,NEU,"{'NEG': 0.46002906560897827, 'NEU': 0.5266901254653931, 'POS': 0.013280748389661312}"
"Apr 3, 2024 @ 14:48:16.000",@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX Lía limón 💪🏼🐀,0,https://twitter.com/aracarrillo6/status/1775626392647938085,NEU,"{'NEG': 0.13286806643009186, 'NEU': 0.6634544134140015, 'POS': 0.20367752015590668}"
"Apr 3, 2024 @ 14:48:16.000",@politicomx @martibatres @lialimon @juanpadeleo @AlcaldiaAO @ClaraBrugadaM @AAtaydeR @STaboadaMx @SantiagoCreelM @AmerangelLorenz @LuisMendozaBJ @AlessandraRdlv @MaricelaGastelu @NoemiLuna_Zac @PaulinaRubioFdz @PAN_CDMX Lía limón 💪🏼🐀,0,https://twitter.com/aracarrillo6/status/1775626392647938085,NEU,"{'NEG': 0.13286806643009186, 'NEU': 0.6634544134140015, 'POS': 0.20367752015590668}"
"Apr 3, 2024 @ 14:35:16.000",@STaboadaMx @GamoMonte Fuera el populismo de Xochimilco,0,https://twitter.com/BlasVazquez19/status/1775623122688811370,NEG,"{'NEG': 0.8631376028060913, 'NEU': 0.1064024344086647, 'POS': 0.030460035428404808}"
"Apr 3, 2024 @ 14:32:21.000",@luisag_urena @ledstadt3761 @STaboadaMx @ClaraBrugadaM @s Corrupta,0,https://twitter.com/ReyLeon94101487/status/1775622387783884848,NEU,"{'NEG': 0.40918490290641785, 'NEU': 0.44474148750305176, 'POS': 0.1460736095905304}"
"Apr 3, 2024 @ 14:30:02.000","@BicireporteraDF Es escoger entre el cartel inmobiliario y los carteles de drogas de Iztapalapa.
Votaré Taboada :(",0,https://twitter.com/LilaPrincipita/status/1775621805782577187,NEG,"{'NEG': 0.931003212928772, 'NEU': 0.06317999958992004, 'POS': 0.005816833581775427}"
